"timestamp_pretty";"timestamp";"msgid";"targetType";"mmsi";"lat";"long";"posacc";"sog";"cog";"shipType";"dimBow";"draught";"dimPort";"dimStarboard";"dimStern";"month";"week";"imo";"country";"name";"callsign"
"01/04/2018 06:57:38";1522565858000;1;"A";205366000;54.51323;10.310465;1;0.6;249.6;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 02:43:42";1522550622000;1;"A";205723000;55.243717;13.56877;1;9.5;272.2;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 07:03:39";1522566219000;1;"A";205366000;54.51272;10.308717;1;0.7;245.6;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 02:19:47";1522549187000;1;"A";205366000;54.5121;11.514415;1;16.4;297.7;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 04:43:58";1522557838000;1;"A";205366000;54.541317;10.445102;1;14.8;259;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 01:03:53";1522544633000;3;"A";205689000;59.1739;17.664516;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 04:34:55";1522557295000;3;"A";205689000;59.173866;17.664534;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 02:22:53";1522549373000;3;"A";205689000;59.17388;17.664516;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 07:16:55";1522567015000;3;"A";205689000;59.173866;17.664566;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 00:18:31";1522541911000;3;"A";205489000;55.097767;14.687683;1;0;33;"CARGO";61;4.4;5;6;14;4;13;8415184;"Belgium";"MARSCHENLAND";"ONES"
"01/04/2018 04:01:59";1522555319000;1;"A";205366000;54.580376;10.751195;1;16.2;265.6;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 04:25:55";1522556755000;3;"A";205689000;59.173866;17.664484;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 05:25:58";1522560358000;1;"A";205366000;54.533672;10.318015;1;1.4;124.2;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 02:11:53";1522548713000;1;"A";205723000;55.2422;13.714258;1;9.3;270.6;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 08:16:19";1522570579000;1;"A";205366000;54.501675;10.287537;1;4.7;192.9;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 03:13:52";1522552432000;1;"A";205366000;54.601063;11.12584;1;16.6;264.4;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 04:43:54";1522557834000;3;"A";205689000;59.173866;17.664534;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 06:38:20";1522564700000;3;"A";205723000;55.411892;12.712385;1;9.5;6.4;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 03:16:55";1522552615000;3;"A";205689000;59.173832;17.664516;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 07:42:23";1522568543000;1;"A";205723000;55.576492;12.703315;1;9.4;356.2;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 00:59:13";1522544353000;1;"A";205723000;55.237083;14.03533;1;9.1;271.7;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 00:03:33";1522541013000;3;"A";205489000;55.09775;14.687667;1;0;33;"CARGO";61;4.4;5;6;14;4;13;8415184;"Belgium";"MARSCHENLAND";"ONES"
"01/04/2018 00:17:22";1522541842000;3;"A";205689000;59.17388;17.664566;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 01:43:47";1522547027000;1;"A";205366000;54.435997;11.758442;1;16.2;295.6;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 04:10:56";1522555856000;3;"A";205689000;59.173866;17.6645;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 06:08:20";1522562900000;3;"A";205723000;55.334667;12.6907835;1;9.3;347.1;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 02:37:47";1522550267000;1;"A";205366000;54.55001;11.389872;1;16.3;297.4;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 04:31:58";1522557118000;1;"A";205366000;54.556087;10.530077;1;15.9;248.4;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 04:37:59";1522557479000;1;"A";205366000;54.54694;10.487456;1;15.8;252.6;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 08:46:05";1522572365000;1;"A";205723000;55.75651;12.708705;1;10.4;13.5;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 05:19:55";1522559995000;3;"A";205689000;59.17388;17.664534;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 03:37:53";1522553873000;1;"A";205366000;54.591496;10.938735;1;16.6;264.9;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 00:30:53";1522542653000;3;"A";205689000;59.173866;17.664534;1;0;341;"CARGO";76;4.9;6;6;6;4;13;9345362;"Belgium";"FAST HERMAN";"ONIO"
"01/04/2018 09:41:14";1522575674000;1;"A";205366000;54.36609;10.16223;1;4.5;251.4;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 06:46:35";1522565195000;1;"A";205723000;55.433556;12.7122;1;9.5;359.2;"CARGO";5;6.1;7;7;84;4;13;9361330;"Belgium";"PAGADDER";"ONIZ"
"01/04/2018 03:01:53";1522551713000;1;"A";205366000;54.59165;11.217782;1;16.4;286.3;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
"01/04/2018 04:13:58";1522556038000;1;"A";205366000;54.575542;10.659805;1;15.9;263.4;"TANKER";108;6.2;15;6;34;4;13;9045807;"Belgium";"TEMSE";"ONCC"
